source,north,east,west,south,ne,all_india,total_generation,%_north,%_east,%_west,%_south,%_ne,gen_x-1,gen_x-7,gen_x-30,ma_x-7,ma_x-30,date,date,year,month,day,dayofweek,is_weekend
"RES (Wind, Solar, Biomass & Others)",22.0,1.0,25.0,87.0,0.0,135,135.0,16.296296296296298,0.7407407407407408,18.51851851851852,64.44444444444444,0.0,3588.0,133.0,3399.0,1538.4285714285713,1256.6333333333334,2017-09-09,2017-09-09,2017,9,9,5,1
Nuclear,32.0,0.0,3.0,49.0,0.0,85,84.0,37.64705882352941,0.0,3.5294117647058822,57.647058823529406,0.0,135.0,3537.0,2493.0,1045.2857142857142,1176.3666666666666,2017-09-09,2017-09-09,2017,9,9,5,1
Nuclear,32.0,0.0,3.0,50.0,0.0,85,85.0,37.64705882352941,0.0,3.5294117647058822,58.82352941176471,0.0,85.0,141.0,3471.0,1037.2857142857142,1063.5,2017-09-10,2017-09-10,2017,9,10,6,1
Thermal (Coal & Lignite),631.0,373.0,1146.0,526.0,0.0,2676,2676.0,23.579970104633784,13.938714499252617,42.82511210762332,19.656203288490286,0.0,85.0,2678.0,84.0,1037.0,1149.9,2017-09-10,2017-09-10,2017,9,10,6,1
Hydro,274.0,102.0,31.0,55.0,28.0,489,490.0,56.032719836400815,20.858895705521473,6.339468302658487,11.247443762781186,5.725971370143149,2676.0,528.0,527.0,1031.4285714285713,1148.6333333333334,2017-09-10,2017-09-10,2017,9,10,6,1
Total,1013.0,476.0,1269.0,738.0,50.0,3546,3546.0,28.567399887196842,13.423575860124085,35.786802030456855,20.812182741116754,1.410039481105471,489.0,162.0,2552.0,1514.857142857143,1181.7666666666667,2017-09-10,2017-09-10,2017,9,10,6,1
"RES (Wind, Solar, Biomass & Others)",23.0,1.0,23.0,90.0,0.0,138,137.0,16.666666666666664,0.7246376811594203,16.666666666666664,65.21739130434783,0.0,3546.0,3588.0,193.0,1022.0,1179.9333333333334,2017-09-10,2017-09-10,2017,9,10,6,1
"Gas, Naptha & Diesel",52.0,0.0,66.0,17.0,22.0,158,157.0,32.91139240506329,0.0,41.77215189873418,10.759493670886076,13.924050632911392,138.0,135.0,116.0,1025.2857142857142,1181.3333333333333,2017-09-10,2017-09-10,2017,9,10,6,1
Thermal (Coal & Lignite),635.0,377.0,1124.0,552.0,0.0,2688,2688.0,23.623511904761905,14.025297619047619,41.81547619047619,20.535714285714285,0.0,158.0,85.0,124.0,1397.142857142857,1266.8,2017-09-11,2017-09-11,2017,9,11,0,0
Hydro,279.0,108.0,55.0,86.0,24.0,552,552.0,50.54347826086957,19.565217391304348,9.96376811594203,15.579710144927535,4.3478260869565215,2688.0,85.0,536.0,1463.857142857143,1267.3333333333333,2017-09-11,2017-09-11,2017,9,11,0,0
"Gas, Naptha & Diesel",51.0,0.0,70.0,17.0,23.0,161,161.0,31.67701863354037,0.0,43.47826086956522,10.559006211180124,14.285714285714285,552.0,2676.0,167.0,1104.5714285714287,1267.1333333333334,2017-09-11,2017-09-11,2017,9,11,0,0
"RES (Wind, Solar, Biomass & Others)",16.0,1.0,27.0,101.0,0.0,145,145.0,11.03448275862069,0.6896551724137931,18.620689655172416,69.6551724137931,0.0,161.0,489.0,84.0,1055.4285714285713,1269.1666666666667,2017-09-11,2017-09-11,2017,9,11,0,0
Total,1012.0,486.0,1280.0,806.0,47.0,3631,3631.0,27.87110988708345,13.38474249518039,35.25199669512531,22.19774166896172,1.2944092536491325,145.0,3546.0,2603.0,1067.5714285714287,1303.4333333333334,2017-09-11,2017-09-11,2017,9,11,0,0
Nuclear,32.0,0.0,3.0,49.0,0.0,85,84.0,37.64705882352941,0.0,3.5294117647058822,57.647058823529406,0.0,3631.0,138.0,3513.0,1060.0,1189.1666666666667,2017-09-11,2017-09-11,2017,9,11,0,0
"RES (Wind, Solar, Biomass & Others)",15.0,1.0,27.0,91.0,0.0,135,134.0,11.11111111111111,0.7407407407407408,20.0,67.4074074074074,0.0,85.0,158.0,84.0,1056.7142857142858,1190.8666666666666,2017-09-12,2017-09-12,2017,9,12,1,0
"Gas, Naptha & Diesel",62.0,0.0,71.0,18.0,23.0,173,174.0,35.83815028901734,0.0,41.040462427745666,10.404624277456648,13.294797687861271,135.0,2688.0,3536.0,697.4285714285714,1078.7666666666667,2017-09-12,2017-09-12,2017,9,12,1,0
Nuclear,31.0,0.0,3.0,50.0,0.0,84,84.0,36.904761904761905,0.0,3.571428571428571,59.523809523809526,0.0,173.0,552.0,538.0,630.5714285714286,1063.6333333333334,2017-09-12,2017-09-12,2017,9,12,1,0
Hydro,266.0,102.0,76.0,92.0,25.0,562,561.0,47.330960854092524,18.14946619217082,13.523131672597867,16.370106761565836,4.448398576512456,84.0,161.0,139.0,687.8571428571429,1077.7333333333333,2017-09-12,2017-09-12,2017,9,12,1,0
Thermal (Coal & Lignite),630.0,384.0,1115.0,564.0,2.0,2695,2695.0,23.376623376623375,14.248608534322821,41.37291280148423,20.927643784786643,0.07421150278293136,562.0,145.0,120.0,1052.142857142857,1163.5666666666666,2017-09-12,2017-09-12,2017,9,12,1,0
Total,1004.0,488.0,1293.0,815.0,50.0,3649,3650.0,27.514387503425596,13.373526993696903,35.434365579610855,22.334886270211015,1.3702384214853385,2695.0,3631.0,2654.0,1054.7142857142858,1196.7333333333333,2017-09-12,2017-09-12,2017,9,12,1,0
Total,1011.0,498.0,1267.0,822.0,54.0,3651,3652.0,27.691043549712408,13.640098603122434,34.70282114489181,22.514379622021362,1.4790468364831553,3649.0,85.0,529.0,1564.142857142857,1300.8,2017-09-13,2017-09-13,2017,9,13,2,0
Nuclear,28.0,0.0,3.0,49.0,0.0,80,80.0,35.0,0.0,3.75,61.25000000000001,0.0,3651.0,135.0,84.0,1556.2857142857142,1300.6666666666667,2017-09-13,2017-09-13,2017,9,13,2,0
Hydro,263.0,106.0,64.0,85.0,26.0,545,544.0,48.25688073394495,19.449541284403672,11.743119266055047,15.59633027522936,4.770642201834862,80.0,173.0,2650.0,1609.4285714285713,1230.5,2017-09-13,2017-09-13,2017,9,13,2,0
Thermal (Coal & Lignite),632.0,391.0,1100.0,579.0,5.0,2708,2707.0,23.338257016248154,14.438700147710486,40.62038404726736,21.38109305760709,0.1846381093057607,545.0,84.0,133.0,1984.2857142857142,1316.3333333333333,2017-09-13,2017-09-13,2017,9,13,2,0
"RES (Wind, Solar, Biomass & Others)",16.0,1.0,25.0,90.0,0.0,132,132.0,12.121212121212121,0.7575757575757576,18.939393939393938,68.18181818181817,0.0,2708.0,562.0,3537.0,1922.857142857143,1202.8333333333333,2017-09-13,2017-09-13,2017,9,13,2,0
"Gas, Naptha & Diesel",72.0,0.0,74.0,18.0,22.0,186,186.0,38.70967741935484,0.0,39.784946236559136,9.67741935483871,11.827956989247312,132.0,2695.0,141.0,1564.4285714285713,1204.3333333333333,2017-09-13,2017-09-13,2017,9,13,2,0
Thermal (Coal & Lignite),604.0,394.0,1115.0,568.0,6.0,2686,2687.0,22.486969471332838,14.668652271034995,41.511541325390915,21.14668652271035,0.22338049143708116,186.0,3649.0,2678.0,1426.857142857143,1204.6,2017-09-14,2017-09-14,2017,9,14,3,0
Nuclear,28.0,0.0,3.0,44.0,0.0,75,75.0,37.333333333333336,0.0,4.0,58.666666666666664,0.0,2686.0,3651.0,528.0,916.0,1189.5,2017-09-14,2017-09-14,2017,9,14,3,0
Hydro,257.0,108.0,63.0,61.0,26.0,515,515.0,49.90291262135923,20.97087378640777,12.233009708737864,11.844660194174757,5.048543689320388,75.0,80.0,162.0,978.1428571428571,1201.2666666666667,2017-09-14,2017-09-14,2017,9,14,3,0
"Gas, Naptha & Diesel",67.0,0.0,75.0,17.0,23.0,182,182.0,36.81318681318682,0.0,41.208791208791204,9.340659340659341,12.637362637362637,515.0,545.0,3588.0,926.2857142857143,1087.7333333333333,2017-09-14,2017-09-14,2017,9,14,3,0
Total,973.0,503.0,1284.0,815.0,55.0,3630,3630.0,26.804407713498623,13.856749311294767,35.37190082644628,22.451790633608816,1.5151515151515151,182.0,2708.0,135.0,1058.0,1204.2333333333333,2017-09-14,2017-09-14,2017,9,14,3,0
"RES (Wind, Solar, Biomass & Others)",18.0,1.0,27.0,126.0,0.0,172,172.0,10.465116279069768,0.5813953488372093,15.69767441860465,73.25581395348837,0.0,3630.0,132.0,85.0,1063.7142857142858,1207.1333333333334,2017-09-14,2017-09-14,2017,9,14,3,0
Total,974.0,492.0,1265.0,818.0,49.0,3597,3598.0,27.078120656102307,13.678065054211844,35.16819571865443,22.741173199888795,1.3622463163747567,172.0,186.0,85.0,1551.0,1324.2,2017-09-16,2017-09-16,2017,9,16,5,1
"RES (Wind, Solar, Biomass & Others)",19.0,1.0,30.0,155.0,0.0,205,205.0,9.268292682926829,0.4878048780487805,14.634146341463413,75.60975609756098,0.0,3597.0,2686.0,2676.0,1196.5714285714287,1241.8333333333333,2017-09-16,2017-09-16,2017,9,16,5,1
Nuclear,28.0,0.0,3.0,43.0,0.0,74,74.0,37.83783783783784,0.0,4.054054054054054,58.108108108108105,0.0,205.0,75.0,489.0,1196.4285714285713,1228.0,2017-09-16,2017-09-16,2017,9,16,5,1
Hydro,247.0,104.0,18.0,56.0,21.0,446,446.0,55.381165919282516,23.318385650224215,4.0358744394618835,12.556053811659194,4.708520179372197,74.0,515.0,3546.0,1186.5714285714287,1124.6666666666667,2017-09-16,2017-09-16,2017,9,16,5,1
Thermal (Coal & Lignite),612.0,386.0,1147.0,546.0,5.0,2696,2696.0,22.700296735905045,14.317507418397627,42.54451038575668,20.252225519287833,0.185459940652819,446.0,182.0,138.0,1545.7142857142858,1209.9333333333334,2017-09-16,2017-09-16,2017,9,16,5,1
"Gas, Naptha & Diesel",69.0,0.0,67.0,17.0,22.0,176,175.0,39.20454545454545,0.0,38.06818181818182,9.659090909090908,12.5,2696.0,3630.0,158.0,1052.2857142857142,1210.5333333333333,2017-09-16,2017-09-16,2017,9,16,5,1
"RES (Wind, Solar, Biomass & Others)",22.0,1.0,39.0,142.0,0.0,204,204.0,10.784313725490197,0.49019607843137253,19.11764705882353,69.6078431372549,0.0,176.0,172.0,2688.0,1056.857142857143,1127.7333333333333,2017-09-17,2017-09-17,2017,9,17,6,1
Total,929.0,476.0,1194.0,731.0,49.0,3379,3379.0,27.493341225214564,14.087007990529743,35.33589819473217,21.63361941402782,1.4501331754957087,204.0,3597.0,552.0,1025.7142857142858,1221.9666666666667,2017-09-17,2017-09-17,2017,9,17,6,1
"Gas, Naptha & Diesel",45.0,0.0,62.0,17.0,23.0,146,147.0,30.82191780821918,0.0,42.465753424657535,11.643835616438356,15.753424657534246,3379.0,205.0,161.0,1017.2857142857143,1221.4666666666667,2017-09-17,2017-09-17,2017,9,17,6,1
Nuclear,28.0,0.0,3.0,50.0,0.0,81,81.0,34.5679012345679,0.0,3.7037037037037033,61.72839506172839,0.0,146.0,74.0,145.0,1018.2857142857143,1219.3333333333333,2017-09-17,2017-09-17,2017,9,17,6,1
Hydro,244.0,101.0,13.0,51.0,21.0,430,430.0,56.74418604651162,23.488372093023255,3.0232558139534884,11.86046511627907,4.883720930232558,81.0,446.0,3631.0,1016.0,1112.6333333333334,2017-09-17,2017-09-17,2017,9,17,6,1
Thermal (Coal & Lignite),591.0,374.0,1078.0,471.0,5.0,2518,2519.0,23.47100873709293,14.853057982525813,42.811755361397935,18.705321683876093,0.19857029388403494,430.0,2696.0,85.0,990.5714285714286,1193.7333333333333,2017-09-17,2017-09-17,2017,9,17,6,1
"RES (Wind, Solar, Biomass & Others)",12.0,1.0,55.0,200.0,0.0,268,268.0,4.477611940298507,0.3731343283582089,20.522388059701495,74.6268656716418,0.0,2518.0,176.0,135.0,1003.7142857142857,1198.1666666666667,2017-09-18,2017-09-18,2017,9,18,0,0
"Gas, Naptha & Diesel",40.0,0.0,64.0,17.0,24.0,145,145.0,27.586206896551722,0.0,44.13793103448276,11.724137931034482,16.551724137931036,268.0,204.0,173.0,995.2857142857143,1197.2333333333333,2017-09-18,2017-09-18,2017,9,18,0,0
Total,938.0,444.0,1224.0,774.0,50.0,3430,3430.0,27.346938775510203,12.944606413994169,35.68513119533528,22.565597667638485,1.4577259475218658,145.0,3379.0,84.0,1002.5714285714286,1308.7666666666667,2017-09-18,2017-09-18,2017,9,18,0,0
Hydro,245.0,97.0,13.0,58.0,22.0,434,435.0,56.451612903225815,22.350230414746544,2.995391705069124,13.36405529953917,5.0691244239631335,3430.0,146.0,562.0,1043.7142857142858,1304.5,2017-09-18,2017-09-18,2017,9,18,0,0
Nuclear,25.0,0.0,3.0,50.0,0.0,79,78.0,31.645569620253166,0.0,3.79746835443038,63.29113924050633,0.0,434.0,81.0,2695.0,1043.4285714285713,1217.3,2017-09-18,2017-09-18,2017,9,18,0,0
Thermal (Coal & Lignite),615.0,347.0,1089.0,450.0,4.0,2505,2505.0,24.550898203592812,13.852295409181636,43.47305389221557,17.964071856287426,0.1596806387225549,79.0,430.0,3649.0,1339.857142857143,1179.1666666666667,2017-09-18,2017-09-18,2017,9,18,0,0
Thermal (Coal & Lignite),595.0,368.0,1093.0,446.0,5.0,2507,2507.0,23.733546071001197,14.678899082568808,43.59792580773833,17.790187475069803,0.1994415636218588,2505.0,2518.0,3651.0,1338.2857142857142,1141.0333333333333,2017-09-19,2017-09-19,2017,9,19,1,0
Total,936.0,466.0,1246.0,812.0,51.0,3511,3511.0,26.659071489604102,13.272571916832812,35.48846482483623,23.12731415551125,1.452577613215608,2507.0,268.0,80.0,1801.5714285714287,1255.4,2017-09-19,2017-09-19,2017,9,19,1,0
"RES (Wind, Solar, Biomass & Others)",25.0,0.0,72.0,235.0,0.0,333,332.0,7.5075075075075075,0.0,21.62162162162162,70.57057057057057,0.0,3511.0,145.0,545.0,1828.4285714285713,1248.3333333333333,2017-09-19,2017-09-19,2017,9,19,1,0
"Gas, Naptha & Diesel",52.0,0.0,60.0,17.0,25.0,154,154.0,33.76623376623377,0.0,38.961038961038966,11.03896103896104,16.233766233766232,333.0,3430.0,2708.0,1360.4285714285713,1163.2,2017-09-19,2017-09-19,2017,9,19,1,0
Nuclear,23.0,0.0,3.0,50.0,0.0,77,76.0,29.87012987012987,0.0,3.896103896103896,64.93506493506493,0.0,154.0,434.0,132.0,1309.4285714285713,1161.3666666666666,2017-09-19,2017-09-19,2017,9,19,1,0
Hydro,241.0,98.0,17.0,63.0,21.0,441,440.0,54.6485260770975,22.22222222222222,3.8548752834467117,14.285714285714285,4.761904761904762,77.0,79.0,186.0,1361.142857142857,1169.8666666666666,2017-09-19,2017-09-19,2017,9,19,1,0
Total,953.0,467.0,1216.0,841.0,52.0,3529,3529.0,27.004817228676682,13.233210541229809,34.457353357891755,23.831113629923493,1.4735052422782657,441.0,2505.0,2686.0,1507.4285714285713,1197.9666666666667,2017-09-20,2017-09-20,2017,9,20,2,0
"RES (Wind, Solar, Biomass & Others)",16.0,0.0,73.0,232.0,0.0,321,321.0,4.984423676012461,0.0,22.741433021806852,72.27414330218068,0.0,3529.0,2507.0,75.0,1195.142857142857,1206.1666666666667,2017-09-20,2017-09-20,2017,9,20,2,0
"Gas, Naptha & Diesel",54.0,0.0,58.0,17.0,24.0,153,153.0,35.294117647058826,0.0,37.908496732026144,11.11111111111111,15.686274509803921,321.0,3511.0,515.0,715.4285714285714,1194.1,2017-09-20,2017-09-20,2017,9,20,2,0
Nuclear,23.0,0.0,3.0,50.0,0.0,77,76.0,29.87012987012987,0.0,3.896103896103896,64.93506493506493,0.0,153.0,333.0,182.0,678.8571428571429,1190.6,2017-09-20,2017-09-20,2017,9,20,2,0
Thermal (Coal & Lignite),619.0,365.0,1062.0,455.0,5.0,2507,2506.0,24.69086557638612,14.559234144395692,42.361388113282814,18.14918228958915,0.1994415636218588,77.0,154.0,3630.0,1015.0,1153.1666666666667,2017-09-20,2017-09-20,2017,9,20,2,0
Hydro,241.0,101.0,20.0,86.0,23.0,470,471.0,51.276595744680854,21.48936170212766,4.25531914893617,18.29787234042553,4.8936170212765955,2507.0,77.0,172.0,1071.142857142857,1163.1,2017-09-20,2017-09-20,2017,9,20,2,0
Nuclear,23.0,0.0,3.0,50.0,0.0,77,76.0,29.87012987012987,0.0,3.896103896103896,64.93506493506493,0.0,470.0,441.0,3597.0,1019.1428571428571,1045.7666666666667,2017-09-21,2017-09-21,2017,9,21,3,0
"RES (Wind, Solar, Biomass & Others)",25.0,0.0,60.0,206.0,0.0,291,291.0,8.59106529209622,0.0,20.618556701030926,70.79037800687286,0.0,77.0,3529.0,205.0,556.5714285714286,1048.6333333333334,2017-09-21,2017-09-21,2017,9,21,3,0
Thermal (Coal & Lignite),607.0,381.0,1068.0,500.0,5.0,2561,2561.0,23.70167903162827,14.877001171417415,41.70245997657165,19.52362358453729,0.1952362358453729,291.0,321.0,74.0,876.5714285714286,1131.5333333333333,2017-09-21,2017-09-21,2017,9,21,3,0
"Gas, Naptha & Diesel",41.0,0.0,55.0,18.0,22.0,135,136.0,30.37037037037037,0.0,40.74074074074074,13.333333333333334,16.296296296296298,2561.0,153.0,446.0,874.0,1121.1666666666667,2017-09-21,2017-09-21,2017,9,21,3,0
Hydro,241.0,110.0,19.0,99.0,23.0,492,492.0,48.983739837398375,22.35772357723577,3.861788617886179,20.121951219512198,4.67479674796748,135.0,77.0,2696.0,933.2857142857143,1047.7,2017-09-21,2017-09-21,2017,9,21,3,0
Total,937.0,491.0,1206.0,873.0,50.0,3556,3557.0,26.349831271091112,13.807649043869516,33.91451068616423,24.550056242969628,1.40607424071991,492.0,2507.0,176.0,1083.142857142857,1160.3666666666666,2017-09-21,2017-09-21,2017,9,21,3,0
Thermal (Coal & Lignite),455.0,380.0,1079.0,555.0,5.0,2473,2474.0,18.398706025070762,15.365952284674483,43.63121714516781,22.44237767893247,0.20218358269308534,3556.0,470.0,204.0,1369.2857142857142,1236.0,2017-09-22,2017-09-22,2017,9,22,4,0
Hydro,266.0,104.0,23.0,107.0,25.0,525,525.0,50.66666666666667,19.80952380952381,4.380952380952381,20.38095238095238,4.761904761904762,2473.0,77.0,3379.0,1433.2857142857142,1140.8666666666666,2017-09-22,2017-09-22,2017,9,22,4,0
Nuclear,27.0,0.0,3.0,51.0,0.0,81,81.0,33.33333333333333,0.0,3.7037037037037033,62.96296296296296,0.0,525.0,291.0,146.0,1403.2857142857142,1138.7,2017-09-22,2017-09-22,2017,9,22,4,0
"Gas, Naptha & Diesel",28.0,0.0,43.0,18.0,23.0,112,112.0,25.0,0.0,38.392857142857146,16.071428571428573,20.535714285714285,81.0,2561.0,81.0,1053.4285714285713,1139.7333333333333,2017-09-22,2017-09-22,2017,9,22,4,0
Total,869.0,484.0,1206.0,856.0,51.0,3466,3466.0,25.07212925562608,13.964223889209462,34.79515291402193,24.697057126370456,1.4714368147720716,112.0,135.0,430.0,1529.2857142857142,1240.9333333333334,2017-09-22,2017-09-22,2017,9,22,4,0
"RES (Wind, Solar, Biomass & Others)",28.0,1.0,61.0,108.0,0.0,197,198.0,14.213197969543149,0.5076142131979695,30.96446700507614,54.82233502538071,0.0,3466.0,492.0,2518.0,1487.142857142857,1163.5666666666666,2017-09-22,2017-09-22,2017,9,22,4,0
Thermal (Coal & Lignite),453.0,383.0,1101.0,540.0,4.0,2480,2481.0,18.266129032258064,15.443548387096776,44.395161290322584,21.774193548387096,0.16129032258064516,197.0,3556.0,268.0,1333.4285714285713,1237.3,2017-09-24,2017-09-24,2017,9,24,6,1
Hydro,311.0,89.0,18.0,76.0,25.0,518,519.0,60.03861003861004,17.18146718146718,3.474903474903475,14.671814671814673,4.826254826254826,2480.0,2473.0,145.0,1054.142857142857,1249.7333333333333,2017-09-24,2017-09-24,2017,9,24,6,1
Nuclear,28.0,0.0,3.0,51.0,0.0,82,82.0,34.146341463414636,0.0,3.6585365853658534,62.19512195121951,0.0,518.0,525.0,3430.0,990.8571428571429,1138.1333333333334,2017-09-24,2017-09-24,2017,9,24,6,1
Total,843.0,472.0,1211.0,801.0,54.0,3382,3381.0,24.92607924305145,13.956238911886457,35.80721466587818,23.684210526315788,1.5966883500887048,82.0,81.0,434.0,1462.4285714285713,1236.4,2017-09-24,2017-09-24,2017,9,24,6,1
"RES (Wind, Solar, Biomass & Others)",27.0,1.0,46.0,118.0,0.0,191,192.0,14.136125654450263,0.5235602094240838,24.083769633507853,61.78010471204188,0.0,3382.0,112.0,79.0,1473.7142857142858,1240.1333333333334,2017-09-24,2017-09-24,2017,9,24,6,1
"Gas, Naptha & Diesel",25.0,0.0,43.0,17.0,25.0,111,110.0,22.52252252252252,0.0,38.73873873873874,15.315315315315313,22.52252252252252,191.0,3466.0,2505.0,994.4285714285714,1160.3333333333333,2017-09-24,2017-09-24,2017,9,24,6,1
"Gas, Naptha & Diesel",29.0,0.0,51.0,17.0,24.0,122,121.0,23.770491803278688,0.0,41.80327868852459,13.934426229508196,19.672131147540984,111.0,197.0,2507.0,983.7142857142857,1080.8333333333333,2017-09-25,2017-09-25,2017,9,25,0,0
"RES (Wind, Solar, Biomass & Others)",26.0,1.0,46.0,113.0,0.0,186,186.0,13.978494623655912,0.5376344086021506,24.731182795698924,60.752688172043015,0.0,122.0,2480.0,3511.0,656.0,970.0,2017-09-25,2017-09-25,2017,9,25,0,0
Total,889.0,491.0,1261.0,785.0,52.0,3478,3478.0,25.56066705002875,14.117308798159861,36.25646923519264,22.57044278320874,1.4951121334100057,186.0,518.0,333.0,1078.857142857143,1074.8333333333333,2017-09-25,2017-09-25,2017,9,25,0,0
Nuclear,28.0,0.0,3.0,51.0,0.0,82,82.0,34.146341463414636,0.0,3.6585365853658534,62.19512195121951,0.0,3478.0,82.0,154.0,1078.857142857143,1072.4333333333334,2017-09-25,2017-09-25,2017,9,25,0,0
Thermal (Coal & Lignite),502.0,393.0,1138.0,522.0,4.0,2559,2559.0,19.617037905431808,15.357561547479484,44.47049628761235,20.398593200468934,0.15631105900742479,82.0,3382.0,77.0,961.2857142857143,1155.1666666666667,2017-09-25,2017-09-25,2017,9,25,0,0
Hydro,304.0,98.0,23.0,81.0,23.0,529,529.0,57.46691871455577,18.525519848771268,4.3478260869565215,15.311909262759924,4.3478260869565215,2559.0,191.0,441.0,1009.5714285714286,1158.1,2017-09-25,2017-09-25,2017,9,25,0,0
Nuclear,28.0,0.0,3.0,47.0,0.0,79,78.0,35.44303797468354,0.0,3.79746835443038,59.49367088607595,0.0,529.0,111.0,3529.0,1005.0,1043.1,2017-09-26,2017-09-26,2017,9,26,1,0
Thermal (Coal & Lignite),561.0,389.0,1160.0,511.0,5.0,2626,2626.0,21.36329017517136,14.813404417364815,44.17364813404417,19.459253617669457,0.19040365575019041,79.0,122.0,321.0,1362.7142857142858,1119.9333333333334,2017-09-26,2017-09-26,2017,9,26,1,0
Hydro,259.0,103.0,27.0,91.0,23.0,502,503.0,51.59362549800797,20.51792828685259,5.378486055776892,18.127490039840637,4.581673306772909,2626.0,186.0,153.0,1407.857142857143,1131.5666666666666,2017-09-26,2017-09-26,2017,9,26,1,0
"Gas, Naptha & Diesel",42.0,0.0,58.0,17.0,24.0,142,141.0,29.577464788732392,0.0,40.845070422535215,11.971830985915492,16.901408450704224,502.0,3478.0,77.0,931.2857142857143,1133.7333333333333,2017-09-26,2017-09-26,2017,9,26,1,0
Total,913.0,493.0,1286.0,782.0,52.0,3526,3526.0,25.89336358479864,13.981849120816788,36.47192285876347,22.17810550198525,1.474758933635848,142.0,82.0,2507.0,1423.2857142857142,1167.7,2017-09-26,2017-09-26,2017,9,26,1,0
"RES (Wind, Solar, Biomass & Others)",23.0,1.0,37.0,116.0,0.0,176,177.0,13.068181818181818,0.5681818181818182,21.022727272727273,65.9090909090909,0.0,3526.0,2559.0,470.0,1082.857142857143,1157.9,2017-09-26,2017-09-26,2017,9,26,1,0
Nuclear,32.0,0.0,3.0,37.0,0.0,73,72.0,43.83561643835616,0.0,4.10958904109589,50.68493150684932,0.0,176.0,529.0,77.0,1017.7142857142857,1157.7666666666667,2017-09-27,2017-09-27,2017,9,27,2,0
"Gas, Naptha & Diesel",39.0,0.0,63.0,17.0,25.0,144,144.0,27.083333333333332,0.0,43.75,11.805555555555555,17.36111111111111,73.0,79.0,291.0,1027.0,1152.8666666666666,2017-09-27,2017-09-27,2017,9,27,2,0
"RES (Wind, Solar, Biomass & Others)",20.0,1.0,35.0,133.0,0.0,189,189.0,10.582010582010582,0.5291005291005291,18.51851851851852,70.37037037037037,0.0,144.0,2626.0,2561.0,678.8571428571429,1073.8,2017-09-27,2017-09-27,2017,9,27,2,0
Thermal (Coal & Lignite),562.0,379.0,1158.0,520.0,5.0,2623,2624.0,21.425848265345024,14.449104079298515,44.147922226458256,19.824628288219596,0.19062142584826536,189.0,502.0,135.0,981.8571428571429,1156.7333333333333,2017-09-27,2017-09-27,2017,9,27,2,0
Total,908.0,482.0,1291.0,789.0,52.0,3522,3522.0,25.780806360022712,13.685406019307212,36.65530948324815,22.402044293015333,1.4764338444065872,2623.0,142.0,492.0,1464.7142857142858,1257.7333333333333,2017-09-27,2017-09-27,2017,9,27,2,0
Hydro,255.0,102.0,32.0,82.0,23.0,494,494.0,51.61943319838057,20.647773279352226,6.477732793522267,16.599190283400812,4.65587044534413,3522.0,3526.0,3556.0,1031.5714285714287,1155.6666666666667,2017-09-27,2017-09-27,2017,9,27,2,0
Hydro,250.0,96.0,27.0,86.0,24.0,483,483.0,51.75983436853002,19.875776397515526,5.590062111801243,17.805383022774325,4.968944099378882,494.0,176.0,2473.0,1075.4285714285713,1089.3333333333333,2017-09-28,2017-09-28,2017,9,28,3,0
"RES (Wind, Solar, Biomass & Others)",23.0,1.0,37.0,148.0,0.0,208,209.0,11.057692307692307,0.4807692307692308,17.78846153846154,71.15384615384616,0.0,483.0,73.0,525.0,1094.7142857142858,1078.7666666666667,2017-09-28,2017-09-28,2017,9,28,3,0
"Gas, Naptha & Diesel",49.0,0.0,72.0,17.0,25.0,162,163.0,30.246913580246915,0.0,44.44444444444444,10.493827160493826,15.432098765432098,208.0,144.0,81.0,1097.2857142857142,1081.4666666666667,2017-09-28,2017-09-28,2017,9,28,3,0
Total,919.0,476.0,1278.0,776.0,53.0,3502,3502.0,26.242147344374644,13.592233009708737,36.49343232438606,22.158766419189035,1.513420902341519,162.0,189.0,112.0,1570.5714285714287,1194.4666666666667,2017-09-28,2017-09-28,2017,9,28,3,0
Nuclear,29.0,0.0,3.0,37.0,0.0,70,69.0,41.42857142857143,0.0,4.285714285714286,52.85714285714286,0.0,3502.0,2623.0,3466.0,1205.857142857143,1081.2666666666667,2017-09-28,2017-09-28,2017,9,28,3,0
Thermal (Coal & Lignite),568.0,380.0,1139.0,487.0,5.0,2578,2579.0,22.032583397982933,14.74010861132661,44.18153607447634,18.890612878200155,0.1939487975174554,70.0,3522.0,197.0,1071.0,1160.6333333333334,2017-09-28,2017-09-28,2017,9,28,3,0
Total,911.0,457.0,1239.0,742.0,52.0,3401,3401.0,26.786239341370184,13.437224345780653,36.43046162893266,21.817112613937077,1.5289620699794177,2578.0,494.0,2480.0,1486.2857142857142,1191.3333333333333,2017-09-29,2017-09-29,2017,9,29,4,0
"RES (Wind, Solar, Biomass & Others)",24.0,1.0,37.0,143.0,0.0,205,205.0,11.707317073170733,0.4878048780487805,18.048780487804876,69.7560975609756,0.0,3401.0,483.0,518.0,1446.5714285714287,1180.9,2017-09-29,2017-09-29,2017,9,29,4,0
"Gas, Naptha & Diesel",35.0,0.0,66.0,18.0,23.0,142,142.0,24.647887323943664,0.0,46.478873239436616,12.676056338028168,16.19718309859155,205.0,208.0,82.0,1437.142857142857,1182.9,2017-09-29,2017-09-29,2017,9,29,4,0
